throughput_dl_mbps,throughput_ul_mbps,radio_resource_utilization_percent,available_prbs_dl,available_prbs_ul,num_active_ues
755.42170924651,958.5581525487331,27.79060943943056,50,50,86
1491.795792826567,596.4964606966525,47.796419100357305,25,50,94
902.7048416193273,636.3390415518737,66.15093421397383,25,25,61
854.5929990829651,849.2838235631374,66.59990542240593,50,50,46
110.75715336886293,669.9238787716209,10.008781260573418,25,25,34
1828.7320455062925,732.9593287553208,92.88619002085599,25,50,48
1508.0868017842615,234.24526932802277,84.05624624790894,25,50,76
154.53110587484306,371.3297974226594,96.75442354924358,25,25,28
836.0115280634107,147.3866155773218,42.39877102571736,25,25,80
2724.8068313113645,505.814865790572,69.83193490204573,50,25,90
718.7617158118506,455.7818279401783,25.12186743304874,50,50,86
434.7701267864602,997.1630979980289,83.53297244983024,50,25,33
1468.4093355566613,611.247531950261,24.523095065893195,25,25,60
2956.952797286391,786.4661787121039,39.33871307269746,25,50,54
726.2416090073501,334.08126929057846,54.175137035228495,50,50,17
2016.4394286628951,831.5621768096622,63.50785019674754,50,25,81
2284.8826840246197,615.1234579910347,60.36697218580584,25,50,54
712.9888682227999,697.0226323652786,19.188641053899754,25,25,11
2184.6762242007176,294.5013348716594,47.95084025774659,25,25,39
1103.4126198444876,548.6835278564076,93.06183377852403,25,50,76
1896.954261197679,634.0735697162673,88.51316749766664,25,50,54
1900.625779311608,589.1357663489994,63.17051709291758,25,25,35
1607.370474755868,915.202192053424,61.509211790824125,50,50,26
270.9602811862195,898.2828372261042,20.050766438439716,50,25,47
2505.923956518155,970.9869594710829,28.023350707927307,50,50,76
962.4081169087103,667.4612632063887,32.737576834368646,50,50,66
559.6368793485227,971.916938712672,53.93761556714251,25,25,42
122.42134715013627,832.4947522319056,75.82204432861468,25,25,88
1772.7197402704066,270.9050571259253,51.46528200438324,50,25,81
2032.725329090663,427.492925984342,21.345493765365795,25,50,73
49.86182800067567,238.4686029447909,49.54139893102424,50,50,32
1536.327965592013,4.296741114482148,24.63699283739995,50,25,21
679.5646760162941,188.12994827159392,77.6032616523596,50,50,17
1935.5538539493086,4.160180228246979,24.985077436412112,50,25,82
523.1818503720739,719.866477504355,53.4280590590011,50,25,81
2072.8441205335876,425.59174429142746,72.40722423949836,25,25,47
1160.2673653669822,312.64346960515053,30.537825755068774,25,50,42
2810.1962932113297,761.7447190060784,16.842709687359378,50,25,57
412.6490803435652,832.503525942183,60.696952846727385,50,50,54
1023.2649465156705,975.3020086960149,14.878239715395326,25,25,84
340.5092163696432,642.0493833167736,62.89917786713512,50,25,32
2774.0883854738604,461.5828056441977,77.81486838275814,25,25,52
2632.030326207605,305.3337751772752,39.63843925050759,25,50,34
773.8990889826954,222.39597739330486,53.951446817262294,50,50,24
1979.9861396979336,213.00465788755295,93.58856544024519,25,50,19
2451.684878383627,409.2484557823268,52.39979777579972,50,50,29
1665.646914717227,991.7871766524011,99.689865525405,25,50,25
1588.9987700101838,0.9536120676595266,24.13021702219056,25,50,94
725.632687472265,197.28617664127768,73.80405122349603,50,50,66
279.39899314091707,188.47414310533347,68.73567383775286,25,50,55
2691.657552284185,717.1477735837391,88.50743321736944,50,25,10
2701.264129684275,352.549479125302,18.319889079148666,50,50,34
1899.3410616740764,457.31507851136143,35.2185932351635,50,25,65
1017.1554701669972,148.70926805685798,21.896130318430174,50,50,55
1047.6938028805214,405.05653917306006,93.97856100447294,50,50,68
2177.894441042831,103.28949192464546,48.39717921807314,25,50,71
2691.341068831736,533.0899835597943,91.90592609815621,25,25,87
2661.2705641529255,98.02857154631765,36.49662949229404,25,25,70
2339.648650018286,790.5293303350389,21.37312912254867,50,50,92
1926.1307352982478,566.6450573687355,36.688354568741474,25,25,17
252.511480988647,723.9954769861396,63.74569233952441,25,50,50
484.9699794124319,418.57453501401864,86.07093326061317,50,25,24
2695.672710162385,381.5531441129031,44.685162390249715,50,50,53
1819.3265360728037,98.29906815995871,92.33277933281357,50,25,91
27.690235144727282,523.9032214821184,31.980885371013585,50,25,10
304.50448144380977,514.5507146406063,72.41866185733902,25,25,74
1990.5389571472565,468.1552342451604,76.2142015434045,25,25,43
15.28424538027144,740.544312845981,34.65666273975544,25,25,13
482.50807344735426,832.5211495923512,12.42728904704747,25,50,90
1646.2464947208216,750.8145959810133,42.87136078456799,25,50,11
2075.7164035583105,143.95135623256314,14.067653257552248,50,50,48
1955.9185823818514,622.0973033311799,91.06783978619599,25,50,63
672.8855014507334,80.41507337896442,95.81727366406521,50,25,19
2136.566446120473,694.6528252117324,76.18419243514005,25,25,51
711.8235375816506,381.9009126514706,75.40161267824504,50,25,54
976.2665545079873,132.58570637065998,31.680340247055753,25,50,35
2239.4995662135607,862.0646518904302,16.653301890227617,25,25,36
1948.9337338517391,614.0469382050335,82.1894172274825,50,25,48
2547.685309141484,354.7894954507328,60.32457383980308,50,50,34
1972.8729156118,30.824106932534487,71.34647777084575,50,50,38
1704.9689791460812,537.3565279777101,80.1676961277607,50,25,91
281.11493600749463,923.233555898384,46.849084205704195,25,25,31
1103.2106375979945,596.4201947190955,23.00919309804859,25,50,99
795.6805828084082,971.6534395590312,81.55331194266059,50,50,69
732.0445311729129,136.53747315863149,50.83890753055667,25,50,99
2919.0343632018617,568.3482740843774,84.42318077703393,50,25,61
1179.3538642278145,798.1452355016288,49.39292320840115,25,50,94
2676.1504608758223,525.5881770526037,29.531476761157545,50,25,30
1893.4527641291888,91.15724935187383,25.390451498840406,50,25,17
2384.4544294945913,582.927712947063,76.9529580903251,25,50,75
1507.9610156062658,611.7767320518874,61.740021051459706,25,50,85
1730.7539634906148,728.736377550505,46.41426104182179,25,25,27
1477.6038296872098,761.2353940139574,54.29050805721988,50,50,90
585.8094390953537,770.7956109417861,59.467474475788585,25,25,24
2167.3841005729896,663.4780491996021,31.547479764321643,25,25,12
842.3890100863233,215.88960530001629,44.03490217279202,50,50,94
73.04546769771837,404.29533226389543,36.31703185987615,25,50,92
1936.4523404919128,776.1523596171372,44.95814620710645,50,25,68
531.4143271532062,953.4316407024731,55.05059921661144,25,25,64
2821.3817072003076,79.03907014013834,25.602178514892934,50,25,41
2861.790338150062,535.5831241294151,45.41635563839992,50,25,20
2744.6016842223235,312.591019097174,44.69449989762312,25,50,91
1110.5390848963075,225.47135492739807,35.740343515803644,25,25,62
46.4683039249494,505.86010245136305,99.86466923222069,25,50,38
2784.9628559069174,606.128731622481,16.626475809486223,50,50,76
1284.6096265371111,9.871254196339299,67.86560253571622,25,25,13
2899.967791649104,780.2285515439709,25.699474588279205,50,25,18
2890.8635692700495,819.9001430463217,85.55715903566642,25,50,66
2559.0430654565334,965.5142734854762,92.27768824083708,50,50,47
883.4172313195502,180.7256688513725,46.133018434806296,25,25,16
1155.3546760329154,594.5931071047119,84.11306044786387,25,25,74
2553.424900883419,426.6827109390469,32.491850441505434,25,25,44
950.8343232683175,334.8943687701952,22.60616565963354,50,50,56
508.5612907836089,565.676888092361,38.429043976234986,50,50,43
1670.4481072488045,782.4048549142279,40.750661250194256,50,25,72
2808.4707070049267,23.150478166865593,45.76217903070211,50,50,18
2088.1197870452515,969.4031725549302,43.56630477620369,25,50,99
1710.226504151086,809.9005975471403,47.003000756545354,50,25,81
291.61976366292856,751.1785882752139,73.9030029224617,25,50,28
1845.0601793748392,760.4113434422854,32.10221195791617,25,50,35
2970.1625449277794,389.1218035476907,11.671803618860952,50,25,55
420.33803730804846,751.6453887897293,54.07124962431445,25,25,65
1555.0371241259738,386.83153158209734,50.34621197843776,25,25,19
2632.1314784766737,898.7169588918356,15.405849085908741,25,50,52
2222.331776400838,177.304661068139,22.042126135127234,25,50,39
2091.0775214117043,292.41818947273,55.89288052164045,25,50,49
2107.482003552929,551.3824089448062,31.127568401762137,50,25,64
1078.5375045441435,319.2791147836838,88.98384647273022,50,25,67
880.8461736090537,424.29482157074386,25.596323781354563,50,50,40
2428.102530319993,492.47344712965486,11.811036866366463,25,50,81
2430.3591726980744,856.3677134786274,50.280739245195434,25,50,56
2601.230248508453,523.239934383332,98.754679954743,50,50,86
2739.730333614158,362.52360262969904,67.04852736758288,25,25,46
1534.0760623429273,247.81139041871225,41.8626749135732,50,25,66
1504.59873243213,408.735111194318,11.51812103210725,25,25,88
2394.905707382429,515.7845308039284,53.64535957680041,25,50,66
1949.9267959402177,746.140245717516,28.581940192458724,50,25,12
2105.930435085384,121.13667129472142,68.29786769019815,25,25,38
2387.3984290413596,221.68702732032696,62.47076443581712,25,50,97
2670.0270249185173,379.71605046708635,33.86923978484664,50,50,54
1014.0516710389223,360.46236527900265,16.19944607968045,50,50,96
1126.811299624568,391.80891279645124,77.95172782363012,50,25,82
282.03642132862296,793.5419125138606,62.6917685133648,50,25,11
1734.8825949744223,324.22198752187694,85.79136245577655,50,25,24
107.92322716284659,501.9479905846244,33.382001407304465,50,25,27
1396.8474945955672,623.9446421546107,68.75758583023709,25,50,38
1627.979639659259,232.25533232858675,20.681245047581648,25,50,49
859.6951022596404,718.7235176088242,36.26289171251593,50,25,12
1772.5406983809753,547.1566086063071,69.08852006896326,25,25,67
91.59769979215437,446.83648491507495,84.30231746303139,25,50,80
112.14083142876832,809.80304833564,38.88329515690122,50,25,47
2467.819421922909,243.57090965926346,81.89682009008511,25,25,38
1080.6359051696475,883.1876530172617,70.99772142459543,25,50,40
381.2688319043892,561.0926304931671,41.38072943568399,25,25,74
1566.7775558384076,609.2139618917203,88.87572439699953,50,25,52
2310.0036599405225,875.0714582725259,55.8306159431888,25,50,36
647.5415003877799,817.600929580551,68.3422140291474,50,25,36
1868.7091384094188,601.6019126150181,54.60682077131321,50,25,78
256.1338602348046,753.2123850777893,50.74479644416912,25,25,12
155.13999533370622,433.37615828387356,86.31799455149708,25,50,38
1594.110759241287,547.4230157243964,36.52339735347632,50,25,22
1621.9513013181586,62.163929694840284,13.296630012735221,50,25,69
1912.32596150447,89.94893220824682,89.18043791904651,50,25,93
2178.3013920346125,829.4424616459135,84.25215577460648,25,25,76
2927.5586531796575,59.765688516928414,42.990442711265146,50,25,79
1548.9494148687559,169.48218572004401,26.69060248346901,50,25,90
968.9371231764438,795.8530756845465,70.79802787436239,50,25,56
2385.5790656866343,1.2458360331934615,17.088481327207532,50,50,77
812.5696705610965,282.4760884129797,48.13792799849276,50,25,42
1316.9703649748376,584.0802539608392,17.727608938602803,25,25,15
235.46129838866364,595.4903864761496,63.81187077958865,25,50,73
76.14969517203099,777.1751929386506,12.448754542866698,25,50,87
2887.9489791923074,505.9756618667212,66.63145380708804,50,25,80
2507.956763524566,509.45092934401725,70.58850159604569,50,50,79
2087.9530208604847,725.3380444831464,53.8430027162636,25,25,60
1226.9179379483683,498.6746008199569,25.750659636785066,25,25,76
519.9656307805303,608.5302374549605,19.125454476448652,25,50,31
469.39548430899106,897.7842908482255,38.196311332330296,50,50,81
750.8036702039695,401.51086251161075,51.86860116400111,50,25,33
1647.7250714518907,385.1865584121303,67.798748516036,25,50,86
2143.816308507917,3.6486369655848345,10.112511476664967,25,50,86
1980.626110415522,613.4649188950798,73.99575273118268,50,50,74
839.873697448134,29.86893021639127,74.14407389127489,50,50,62
2864.600355461516,504.19807487934344,50.00840258432498,50,50,50
2213.716960395636,804.2533656533234,40.906580117315656,25,50,41
1663.1067221289509,549.9660784126112,85.80777082033228,25,50,78
1835.2010666284332,269.70920160015436,80.61287338281052,50,25,80
1258.8582272771268,786.1898046072264,98.49484796659516,25,25,54
743.2681954045223,269.7900323821306,43.47377248050569,25,25,41
1067.9824386859195,733.0584777678041,91.61493443713886,50,50,37
2273.562546782061,610.2974293447122,17.866169730365705,50,25,23
43.27902654040463,170.0792971183264,47.0319459625767,25,25,22
348.30631425669804,905.1433614567013,51.88367068737931,50,25,59
138.10332580105606,200.72361858889997,49.678688458311235,25,50,49
122.28233407667851,989.5881154332558,66.25883695880114,25,50,10
2566.3962059746204,7.409757606075278,25.318705495435204,50,50,56
2111.003212354133,263.5570288051888,87.98069545536268,25,50,39
1422.5740698790669,199.94031124447142,59.658761668567536,25,50,43
293.5926985369394,14.09201082944558,91.37885932119379,50,50,55
1474.8984637629853,732.3946633573008,10.236847961933627,50,25,10
1420.467965164619,693.4564595193863,66.69893022336967,50,50,43
519.6882895430546,792.371729258495,47.12120621693496,50,25,68
1301.6115625489952,256.7728766099188,55.45891555745118,25,50,16
1195.5743527186805,444.39073356626164,76.94240597022568,25,50,74
1847.5887091468442,659.1476102693853,30.443657350302065,25,25,51
1905.3174432378446,439.82452703775476,28.44094916929492,25,50,91
136.00749891515636,697.356037740884,73.27070359634288,25,25,28
1123.900382617951,634.0100110995982,56.922918304976214,50,25,22
1877.6171611511377,114.73633824187425,31.027518825552132,50,25,32
1509.4584621144052,781.0650167648604,53.56167712024739,50,25,75
2569.483874580848,720.704291456609,51.36025651994436,25,25,12
1976.115025493673,655.8688041786436,72.22999846737804,50,25,95
488.886987801581,155.17809691037522,10.239499325735146,25,50,45
211.7991853265495,268.06964915048417,62.808423919433466,50,50,58
1927.2935926911262,393.2377138844417,64.51103354610478,50,25,81
79.63128049381127,280.00162869427777,77.09591234691278,50,50,96
1757.3681662622625,227.88750964706384,90.03074194319042,50,50,81
2820.6967012507303,805.3771343947595,49.617081740051994,50,25,66
1726.4649862098493,638.2684231355663,40.8268201877996,25,25,98
1164.570961626945,565.5155843370953,19.208833976015768,25,25,73
1929.9003265052152,226.03011558216852,40.315226040390975,25,25,20
1374.8128461855006,918.0847546124145,16.163619799996695,25,25,50
1636.8958062688732,191.26392079340653,82.25381848073093,25,25,15
2824.4002798486977,794.9714377313946,82.63055330612528,25,25,54
1158.3693031385426,966.6759994386225,47.55138915653003,50,25,90
2883.57557241536,727.1200199513137,33.367711048884175,50,25,66
2716.0613908039954,992.8594893071113,20.62180679070446,50,25,91
587.4538252544104,651.0860118662489,86.61134494196618,25,50,42
208.17696649540883,217.5385975695346,88.97457505468648,25,25,70
302.42392633214223,203.89911176713966,33.96606531308326,25,50,27
54.76365477208403,324.6318278270508,65.95844936209872,50,25,16
283.4194379717096,7.22930721898396,33.27882983113498,50,50,38
2049.052019571729,681.7303002358263,30.26139644292209,50,50,78
213.65882651584093,268.74091784936485,11.908724556827377,50,50,25
956.9949933182546,815.2017139695236,61.94434758274562,50,25,78
2534.641445377267,359.23673329424435,23.494738886700148,50,25,83
69.913480013904,480.0084978139664,11.113406458023876,25,25,38
2443.4240009185482,965.6923476687132,19.436604790313556,25,50,38
845.6361388427225,242.24790583497236,38.23922724290324,50,25,25
354.58266638220664,721.2819720199966,70.22468711005405,50,25,13
2090.2418223759155,755.1422775264866,28.236074799891263,25,50,74
1886.865646054974,221.0760577078828,89.88315062785045,50,50,81
2632.4282933798063,501.0467369285344,35.9639569344655,25,25,10
2205.2396243072767,350.26690512043706,39.8103660481285,50,25,12
2410.462443061507,771.9290527757491,29.617946195677956,50,50,73
846.1755142566624,622.5210706971345,32.84248033646546,50,25,75
532.4008873847905,476.035456555061,16.67216030978276,50,25,98
2251.869193447411,779.3853287212135,36.52935208445706,25,50,66
2420.5235343278655,235.23205445141616,87.36557136405607,25,50,84
2971.51637548782,753.6465183963006,71.9582087256052,50,25,27
1237.9117689665882,865.387774661615,88.77413834790549,25,25,48
1116.1170555697702,878.6337346478917,19.4373112941421,50,50,93
2329.2612409299163,783.6952256603018,51.00549677579432,25,50,90
1022.4765404050282,408.07336558156896,30.632938568210353,25,25,16
2792.278901078134,981.8098419155552,74.90940315005332,50,25,64
2575.252414253851,379.65568445805764,97.32140422533014,25,50,26
1287.0391827223175,638.6615365625154,83.3823531145259,50,25,77
2252.638116267713,161.15807065166172,13.175035007590573,25,50,45
2263.6531679666386,980.4508537465291,38.49937251798107,50,25,10
309.46129412091426,704.0155232724768,12.57217214054712,25,50,44
2707.668464748032,753.4022074918437,13.615027023788699,50,50,85
1515.8065921063267,65.87012574080349,17.15637737479725,25,50,26
2479.3897525766142,763.4414724392498,34.86942360735057,50,50,89
960.2167981317323,774.7459568776793,37.378249087431804,50,50,37
2686.5801331657517,671.8055490895937,46.04081619113994,25,50,41
1167.666116034616,291.9804228289646,46.443798501966654,25,25,64
32.611870675747056,489.74107315666544,79.42681106588628,25,50,44
2716.155391060149,110.5233278715856,22.72629192210098,50,25,28
273.9509016907221,471.6399077525067,24.19665542238319,50,25,89
958.0089814074856,243.8994702151448,66.39301465050106,25,50,13
2850.1908949557096,349.16207679543265,61.4567936973247,25,50,30
2851.8263800979744,162.68414836285822,23.86042349339012,25,25,53
1720.356320581046,230.1313623101223,86.70379841685272,50,50,71
1895.5484527881808,76.66098495593423,39.61534726910867,25,50,10
1345.3917213827615,919.9093763002776,43.02706136900376,50,25,92
879.7029940170238,530.4576469066059,47.841407275112964,50,50,60
986.060769655211,396.8022970656134,39.04316836650422,50,50,99
2017.5881163855074,535.075709847507,60.170954704536385,50,50,85
2257.1483508600963,628.3303991587045,44.978295084237864,50,50,26
2374.757973273173,921.8866054900121,33.34912533507588,50,50,46
2368.8754665693823,178.77508299108467,91.40273809396969,50,25,45
273.70918853576626,295.6229433853541,37.75156661261393,50,50,38
1483.3114720772742,975.7917574104803,72.86400329219397,50,25,78
172.7705241739312,371.25586734985956,41.250409332120654,25,50,12
1648.6316940829743,22.659394592251903,49.16979881897247,25,25,24
1324.6473510699936,147.72872828789508,31.234917106119845,50,50,76
2663.1237778566233,26.436067878377163,77.70966574485287,25,50,86
1052.8099461549807,989.9241501064863,76.34829262836278,25,50,78
351.2893425811749,278.94296190632394,12.001595122729016,25,50,30
429.06074699030233,923.5504026605324,15.417463627116264,50,25,32
2284.555744089245,995.8866871321399,93.01388092704457,50,25,56
1854.6923681424514,599.881237021,89.99441625140656,25,50,95
303.4579161007585,33.2929954340552,55.54784735006773,50,25,43
252.4120076643808,81.68347122388826,54.402165240250284,50,25,50
2102.937297464214,481.64089620236695,83.11817569454134,50,25,99
218.38174279194416,406.2313957101948,22.46051321963911,50,25,56
2465.5979918651396,606.2166880511895,68.83292092113632,25,25,40
2118.756057246773,438.9039249303928,52.83846950385336,25,25,44
244.13820704763512,934.0834415865572,76.89979263840605,25,25,16
254.60465848416723,534.7862414419698,12.70925121807914,25,50,54
2959.9200715456764,693.7566888562959,63.34529947515447,50,50,66
1122.8749601887853,896.4956241152323,60.105539369400184,50,25,31
1111.989376985966,146.95718864562406,85.67634966302668,50,25,79
2438.417421815782,229.8116806531167,70.9152667799525,50,25,30
2841.7510072938376,107.40792860796765,89.21443225560738,50,50,58
2958.0045913622303,139.72443538998928,89.8545989478303,50,25,56
2260.159217958299,512.6327085375398,46.7347600809746,50,50,36
1128.841130634194,321.2471410415673,22.36907203766318,50,50,19
250.59380002433642,423.23052224280224,66.72552902399693,50,25,95
2331.4630330907175,982.4915828108824,88.63714885676593,50,25,53
1675.2569087824415,156.7886773611685,16.745800977528468,25,50,60
1272.7236055400042,540.8579895909958,60.21309457761978,25,50,27
2719.0725198456985,98.96126793814558,20.349957399384152,50,50,77
333.6813271702234,318.56446363255225,12.429639257968176,50,25,47
1477.9260503621483,527.5731710822312,71.16718185467502,50,25,45
34.159798937780465,946.6370827907411,71.36646506849475,25,50,69
